name,ring,quadrant,isNew,description
Typescript for Backend,Keep,Backend,FALSE,"<p><strong>Typescript</strong> has become popular once again since the Angular team has chosen it as their main programming language. Many TS standards were embraced in ES2015-ES2018 and it has become heavily used in almost every javascript framework.</p>

<p>For larger projects, where you work as a team, we recommend preferring TypeScript on the backend over JavaScript. The reasons are:</p>
<ol>
  <li>You allow the IDE to acknowledge errors in the use of classes and functions that would only be perceived at runtime.</li>
  <li>When we define types, the IDE is able to relate objects and functions to the files that gave origin to them.</li>
  <li>Catching errors before you even run your app</li>
  <li>Reduce bugs by 15%</li>
</ol>

<p>Typescript is already been used by many projects and customers as the implementation language on the backend, especially on the FaaS (i.e. AWS-Lambda) world.</p>
"
Typescript for Backend,Keep,Frontend,FALSE,"<p><strong>Typescript</strong> has become popular once again since the Angular team has chosen it as their main programming language. Many TS standards were embraced in ES2015-ES2018 and it has become heavily used in almost every javascript framework.</p>

<p>For larger projects, where you work as a team, we recommend preferring TypeScript on the backend over JavaScript. The reasons are:</p>
<ol>
  <li>You allow the IDE to acknowledge errors in the use of classes and functions that would only be perceived at runtime.</li>
  <li>When we define types, the IDE is able to relate objects and functions to the files that gave origin to them.</li>
  <li>Catching errors before you even run your app</li>
  <li>Reduce bugs by 15%</li>
</ol>

<p>Typescript is already been used by many projects and customers as the implementation language on the backend, especially on the FaaS (i.e. AWS-Lambda) world.</p>
"
Vault,Keep,DevOps,FALSE,"<p>Hasicorp Vault is one of the tools which are definitely a keep from “Secrets aaS” trend which varies from cloud platforms like AWS/GCP to self-hosted / As a Secrets/Tokens Vault.</p>
"
Vert.x,Keep,Backend,FALSE,"<p><strong>Vert.x</strong> is a toolkit to build distributed reactive systems on the top of the Java Virtual Machine using an asynchronous and non-blocking development model. As a toolkit, Vert.x can be used in many contexts: in a standalone application or embedded in a Spring application. Vert.x and its ecosystem are just jar files used like any other library: just place them in your classpath and you are done. However, as Vert.x is a toolkit, it does not provide an all-in-one solution but provides the building blocks to build your own solution.</p>

<p>We highly recommend this micro-framework as it is the fastest framework around with a very low footprint.</p>
"
VueJS,Keep,Frontend,FALSE,"<p><strong>Vue.js</strong> is a javascript framework that has been around since 2014 but is becoming more and more popular in the js/ frontend community and considered (today) the third most used framework (after react and angular).
Vue.js is designed in such a way that it can be incrementally adoptable and scale between a library and a framework depending on different use cases - from a view layer only in part of the application up to a full-blown ecosystem for complex Single Page Applications.</p>
"
Web Components,Keep,Frontend,FALSE,"<p>Web Components are the missing piece in UI development. It enables to write portable pieces of UI and cost zero effort when the next shiny framework arrives.
It is compatible with all current trending libraries (i.e. React/Angular/AngularJS) and has a growing community and interest.</p>

<p>The standard is now supported in Chrome/Firefox/Safari and IE11/Edge with polyfills. Microsoft is expected to support it natively in Edge.</p>

<p>Pros: High-Performant, Community is based on high-skilled developers, Portable and TRULY reusable. Money saver.
Cons: Community contribution is still early and there’s a lot of questions and void (that can be answered).</p>

<p>##Why we should keep using it?</p>

<p>While web component standards are slowly adopted by all the browsers, the major frameworks &amp; libraries are also adapting themselves to these standards. Angular and VUE have their mechanism of creating custom elements. this makes working with web components standards important even if you are a framework developer.</p>
"
Webpack,Keep,Frontend,FALSE,"<p><strong>Webpack</strong> (currently in v. 4.6) is is a module bundler. It analyzes a cluster of interdependent modules (mainly js but also other assets) and produces bundles of static items.</p>

<p>Webpack is highly configurable, (which sometimes considered being one of its downsides) and has a very rich plugin ecosystem.</p>

<p>In the current version, Webpack introduced</p>

<p>Webpack is de facto a standard for frontend web development in general and builds in particular.</p>
"
WebSocket,Keep,Frontend,FALSE,"<p>Websocket is the most efficient way for duplex communication between server and client.
There are many libraries. implementing WebSocket communication and enable fallback to other forms (SSE, long-polling) when it is not supported.</p>

"
WebWorker,Keep,Frontend,FALSE,"<p><a href=""https://developer.mozilla.org/en-US/docs/Web/API/Web_Workers_API"">WebWorker</a> provides a mechanism to run scripts outside the main scope. using it can improve performance in highly scaled applications.</p>

<p>Along with postMessage, webworker can communicate with the main scope, also by shared memory, which is risky but may also speeds up your application.</p>

<p><strong>Why?</strong>
WebWorker is there for several years now, and it is widely used with many frameworks. Heaving heavy operations conducted in Webworker improves performance</p>
"
Zeppelin,Keep,Backend,FALSE,"<p>Apache Zeppelin is a notebook for managing and visualizing Data and Data-lake. With Apache Zeppelin, one can perform Data Ingestion, Data Discovery, Data Analytics and also have Data Visualization &amp; Collaboration.
Apache Zeppelin is a Java runtime and supports the following languages and frameworks: Scala as Apache Spark, Python, JDBC, Markdown and Shell.
It also supports many plugins The results of the queries can be shown in nice built-in visuals like graphs, pie charts and more.</p>

<p>Apache Zeppelin supports many additional interpreters that can be loaded or integrated using Helium,
Among those interpreters are for example Cassandra, Elasticsearch, Flink, Ignite, bean, angular and many more</p>

<p><strong>Why?</strong>
Zeppelin is still the best tool out there to experiment in Spark, and as such it makes Spark accessible for Data Scientist (via PySpark).</p>
"
Zeppelin,Keep,DevOps,FALSE,"<p>Apache Zeppelin is a notebook for managing and visualizing Data and Data-lake. With Apache Zeppelin, one can perform Data Ingestion, Data Discovery, Data Analytics and also have Data Visualization &amp; Collaboration.
Apache Zeppelin is a Java runtime and supports the following languages and frameworks: Scala as Apache Spark, Python, JDBC, Markdown and Shell.
It also supports many plugins The results of the queries can be shown in nice built-in visuals like graphs, pie charts and more.</p>

<p>Apache Zeppelin supports many additional interpreters that can be loaded or integrated using Helium,
Among those interpreters are for example Cassandra, Elasticsearch, Flink, Ignite, bean, angular and many more</p>

<p><strong>Why?</strong>
Zeppelin is still the best tool out there to experiment in Spark, and as such it makes Spark accessible for Data Scientist (via PySpark).</p>
"
AI Driven Development,Start,Mobile,TRUE,"<p>AI-driven development focuses on tools and techniques for embedding AI into applications and using AI to generate other AI-powered tools. This trend is evolving in two aspects:</p>

<ol>
  <li>Enterprises prefer the tools that target professional developers instead of data scientists. While data scientists have to build AI infrastructure, AI framework and its platform, professional developers just have to infuse AI-powered capabilities into an application without the help of data scientist.</li>
  <li>Ready-to-use AI tools are used to create AI-powered solutions which will enable companies to increase their productivity faster, reduce costs, and improve relationships with customers. This approach is empowering businesses by automating tasks related to the development of AI-powered solutions.</li>
</ol>

<p>Technologies that are assisting developers in speeding up the development process are:</p>

<ul>
  <li>Augmented analytics</li>
  <li>Automation testing</li>
  <li>Automated code generation</li>
  <li>Automated solution development</li>
</ul>

<p><strong>Why?</strong>
Developers that are using predefined models delivered as a service will be in high demand in the market. It enables more developers to utilize the services, hence increasing their efficiency.  An example of such a service: <a href=""https://tabnine.com/"">tabnine</a>. Software houses will require developers to get familiar with AI-empowered services and techniques in order to minimize time-to-market and development costs.</p>
"
Android 10,Start,Mobile,TRUE,"<p>Android 10 improves on the well-established Android experience with new innovations:</p>

<p>Networking has abilities for 5G networks and Wi-Fi performance modes.
Handling configuration changes in foldable devices.
Smart Reply in notifications, and sharing shortcuts.
Dark Theme to save battery.
Gesture navigation replacing hardware buttons.
Improvements to Privacy and Security.
Audio has improved playback capture, new audio and video codecs, native MIDI API, and directional, zoomable microphones.
Graphics has added dynamic depth for photos and Vulkan.
Settings Panels; Neural Networks API 1.2; Thermal API.</p>

<p><strong>Why?</strong>
These technologies have already been released on real devices.</p>
"
Android Wear,Start,Mobile,FALSE,"<p>Google Wear OS introduced on March 2014 previously known as <strong>Android Wear</strong>, is Google’s Android version for smartwatches and other wearables.</p>

<p>With Wear OS and embedded Google Assistance, James Bond world has never been so realistic. 
Check the weather or search for a restaurant by speaking to your watch. 
Get update with your next meetings and directions, stay connections and even pay using your watch.  The future is here! and hey, Wear OS can easily connect with both Android or IPhone.</p>

<p><img src=""https://images.idgesg.net/images/article/2018/03/wear-os-by-google-logo-100752396-large.jpg"" alt="""" />
<img src=""https://4.bp.blogspot.com/-q19CWzxeFYU/Wrq0SG-ET8I/AAAAAAAAFLU/WcIZ4xEd8m8CTXxFm_gORZ_yG3Itm9p8QCLcBGAs/s1600/image1.png"" alt="""" /></p>

<p>Wear OS brings new vision to the people that love to be on the edge of what the mobile technology has to offer. 
If you working out, listening to your music or on your business trip, Google Google Wear OS is the little thing that will take your activity to the next level. 
And it works both with Android and IPhone.</p>

<p>Check out the <a href=""https://wearos.google.com/"">Google Wear Homepage</a></p>

"
Apache Pulsar,Start,Backend,FALSE,"<p>Apache Pulsar is an open-source distributed pub-sub messaging system originally created at Yahoo and now part of the Apache Software Foundation</p>

<p><strong>Why?</strong>
Due to the mainstream of Kafka, apache pulsar is a very good alternative that tries to take the concepts of Kafka to the next level. The product is already in production, and therefore we should start to use it</p>
"
Apollo,Start,Frontend,FALSE,"<p><strong><a href=""https://www.apollographql.com/"">The Apollo Platform</a></strong> is a family of technologies you can incrementally add to your stack: Apollo Client to connect data to your UI, Apollo Engine for infrastructure and tooling, and Apollo Server to translate your REST API and backends into a GraphQL schema.</p>

<ul>
  <li><strong>Apollo Client</strong> Bind data to your UI with the ultra-flexible, community-driven GraphQL client for React, JavaScript, and native platforms.</li>
  <li>** Apollo Server** Translate your existing REST APIs and backends into GraphQL with this powerful set of tools for building GraphQL APIs.</li>
  <li><strong>Apollo Engine</strong> The GraphQL gateway that provides essential features including caching, performance tracing, and error tracking.</li>
</ul>
"
Archery,Start,DevOps,FALSE,"<p><a href=""https://archerysec.info"">Archery</a> is an opensource vulnerability assessment and management tool which helps developers and pen-testers to perform scans and manage vulnerabilities.</p>

<p>Although tool scanners, linters and other Quality Assurance techniques which were automated throughout the years, we do see a paradigm shift in terms of what may commonly be called the <strong>“Security First Approach”</strong> (Salo Shp), which indicates a change in how Security has climbed the ladder from the least important task or most tedious to the highest or most important one. And with the “mass production” of Microservices, we will most likely see more and more solutions that enable automation and streamlining of security processes and regulation down the Production Pipeline.</p>

<p><strong>Archery</strong> uses popular opensource tools to perform comprehensive scanning for web applications and networks. It also performs web application dynamic authenticated scanning and covers the whole application by using selenium.</p>

<p>These types of tooling are a great complementary  solution to many other security disciplines such as IAM or secret &amp; token management, key rotations &amp; policies, mTls, identity management and many other security-related concerns which <strong>nowadays have become more a necessity than a luxury.</strong></p>
"
ArgoCD,Start,DevOps,FALSE,"<p><strong><a href=""https://argoproj.github.io/argo-cd/"">Argo CD</a>- Declarative GitOps CD for Kubernetes</strong></p>

<p>This tool simplifies Apps deployment on K8S clusters.
Its installation is easy, based on CDRs, it has a pretty fast learning curve to start using it in PROD.
<strong>ArgoCD</strong> lives in your K8S cluster and can manage Apps deployment on a local and REMOTE cluster with no additional tools to be installed.</p>

<p><strong>How it works</strong>
Once installed, it tracks GIT repo with App deployment packages/manifests, it supports:</p>

<ul>
  <li>Kustomize</li>
  <li>helm</li>
  <li>Ksonnet</li>
  <li>Jsonnet</li>
</ul>

<p>Detects whether local/remote cluster manifests are synced with GIT repo (by pooling GIT repo), in case there is a diff (image version, replica set changed, annotation added, etc.) - it will deploy the changes to the cluster.</p>

<p>In addition, it validates whether the entire app is healthy or not.
In case someone somehow changed the app’s configuration on the cluster - the tool will restore its original state according to GIT repo.
Thus, any change in-app configuration, version or setup, should be managed in GIT.</p>

<p><strong>What else?</strong></p>

<ol>
  <li>Great documentation with examples</li>
  <li>Monitoring metrics exposed in <strong>Prometheus</strong> format</li>
  <li>Roles and Policies management - in addition to 2 built-in roles (<code class=""highlighter-rouge"">admin</code> and <code class=""highlighter-rouge"">read-only</code>) there is an option to create your own!</li>
  <li>SSO integration using <strong>DEX</strong> (OpenID, Google, GitHub, Okta, etc.)</li>
  <li>Built-in <strong>backup/restore</strong> tooling.</li>
</ol>

<p>In addition to the CLI tool, it has very nice <strong>web UI</strong> which allows the same management possibilities.**</p>
"
Chaos Engineering,Start,Backend,FALSE,"<p><img src=""https://trello-attachments.s3.amazonaws.com/5be1696485ca0a1bc2dd8137/5be94f5a071e35851ea17fca/7f529153cb23bbab7165ff3973ba9237/image.png"" alt="""" /></p>

<p><strong>Chaos Engineering</strong> is becoming a discipline in designing distributed systems in order to address the uncertainty of distributed systems at scale.</p>

<p><strong>Chaos Engineering</strong> can be thought of as the facilitation of experiments to uncover systemic weaknesses.</p>

<p>These experiments follow four steps:</p>

<ol>
  <li>Start by defining ‘steady state’ as some measurable output of a system that indicates normal behavior.</li>
  <li>Hypothesize that this steady-state will continue in both the control group and the experimental group.</li>
  <li>Introduce variables that reflect real-world events like servers that <em>crash</em>, <em>hard drives that malfunction</em>, <em>network connections that fail</em>, etc.</li>
  <li>Try to disprove the hypothesis by looking for a difference in <em>steady-state</em> between the <strong>control group</strong> and the <strong>experimental group</strong>.</li>
</ol>

<p>In essence -&gt; The harder it is to <strong>disrupt the steady-state, the more confidence we have in the behavior of the system.</strong>  And If a weakness is uncovered, we now have a target for improvement before that behavior manifests in the system at large.</p>

<p><strong>Chaos Engineering</strong> was called as such mainly through Netflix’s <strong><a href=""https://github.com/Netflix/SimianArmy/wiki/Chaos-Monkey"">Chaos Monkey</a></strong></p>

<p>Read More @ <a href=""https://principlesofchaos.org/"">https://principlesofchaos.org/</a></p>
"
Chaos Engineering,Start,DevOps,FALSE,"<p><img src=""https://trello-attachments.s3.amazonaws.com/5be1696485ca0a1bc2dd8137/5be94f5a071e35851ea17fca/7f529153cb23bbab7165ff3973ba9237/image.png"" alt="""" /></p>

<p><strong>Chaos Engineering</strong> is becoming a discipline in designing distributed systems in order to address the uncertainty of distributed systems at scale.</p>

<p><strong>Chaos Engineering</strong> can be thought of as the facilitation of experiments to uncover systemic weaknesses.</p>

<p>These experiments follow four steps:</p>

<ol>
  <li>Start by defining ‘steady state’ as some measurable output of a system that indicates normal behavior.</li>
  <li>Hypothesize that this steady-state will continue in both the control group and the experimental group.</li>
  <li>Introduce variables that reflect real-world events like servers that <em>crash</em>, <em>hard drives that malfunction</em>, <em>network connections that fail</em>, etc.</li>
  <li>Try to disprove the hypothesis by looking for a difference in <em>steady-state</em> between the <strong>control group</strong> and the <strong>experimental group</strong>.</li>
</ol>

<p>In essence -&gt; The harder it is to <strong>disrupt the steady-state, the more confidence we have in the behavior of the system.</strong>  And If a weakness is uncovered, we now have a target for improvement before that behavior manifests in the system at large.</p>

<p><strong>Chaos Engineering</strong> was called as such mainly through Netflix’s <strong><a href=""https://github.com/Netflix/SimianArmy/wiki/Chaos-Monkey"">Chaos Monkey</a></strong></p>

<p>Read More @ <a href=""https://principlesofchaos.org/"">https://principlesofchaos.org/</a></p>
"
Chaos Engineering,Start,Frontend,FALSE,"<p><img src=""https://trello-attachments.s3.amazonaws.com/5be1696485ca0a1bc2dd8137/5be94f5a071e35851ea17fca/7f529153cb23bbab7165ff3973ba9237/image.png"" alt="""" /></p>

<p><strong>Chaos Engineering</strong> is becoming a discipline in designing distributed systems in order to address the uncertainty of distributed systems at scale.</p>

<p><strong>Chaos Engineering</strong> can be thought of as the facilitation of experiments to uncover systemic weaknesses.</p>

<p>These experiments follow four steps:</p>

<ol>
  <li>Start by defining ‘steady state’ as some measurable output of a system that indicates normal behavior.</li>
  <li>Hypothesize that this steady-state will continue in both the control group and the experimental group.</li>
  <li>Introduce variables that reflect real-world events like servers that <em>crash</em>, <em>hard drives that malfunction</em>, <em>network connections that fail</em>, etc.</li>
  <li>Try to disprove the hypothesis by looking for a difference in <em>steady-state</em> between the <strong>control group</strong> and the <strong>experimental group</strong>.</li>
</ol>

<p>In essence -&gt; The harder it is to <strong>disrupt the steady-state, the more confidence we have in the behavior of the system.</strong>  And If a weakness is uncovered, we now have a target for improvement before that behavior manifests in the system at large.</p>

<p><strong>Chaos Engineering</strong> was called as such mainly through Netflix’s <strong><a href=""https://github.com/Netflix/SimianArmy/wiki/Chaos-Monkey"">Chaos Monkey</a></strong></p>

<p>Read More @ <a href=""https://principlesofchaos.org/"">https://principlesofchaos.org/</a></p>
"
Chaos Engineering,Start,Mobile,FALSE,"<p><img src=""https://trello-attachments.s3.amazonaws.com/5be1696485ca0a1bc2dd8137/5be94f5a071e35851ea17fca/7f529153cb23bbab7165ff3973ba9237/image.png"" alt="""" /></p>

<p><strong>Chaos Engineering</strong> is becoming a discipline in designing distributed systems in order to address the uncertainty of distributed systems at scale.</p>

<p><strong>Chaos Engineering</strong> can be thought of as the facilitation of experiments to uncover systemic weaknesses.</p>

<p>These experiments follow four steps:</p>

<ol>
  <li>Start by defining ‘steady state’ as some measurable output of a system that indicates normal behavior.</li>
  <li>Hypothesize that this steady-state will continue in both the control group and the experimental group.</li>
  <li>Introduce variables that reflect real-world events like servers that <em>crash</em>, <em>hard drives that malfunction</em>, <em>network connections that fail</em>, etc.</li>
  <li>Try to disprove the hypothesis by looking for a difference in <em>steady-state</em> between the <strong>control group</strong> and the <strong>experimental group</strong>.</li>
</ol>

<p>In essence -&gt; The harder it is to <strong>disrupt the steady-state, the more confidence we have in the behavior of the system.</strong>  And If a weakness is uncovered, we now have a target for improvement before that behavior manifests in the system at large.</p>

<p><strong>Chaos Engineering</strong> was called as such mainly through Netflix’s <strong><a href=""https://github.com/Netflix/SimianArmy/wiki/Chaos-Monkey"">Chaos Monkey</a></strong></p>

<p>Read More @ <a href=""https://principlesofchaos.org/"">https://principlesofchaos.org/</a></p>
"
Chaostoolkit,Start,DevOps,FALSE,"<p>A Short History of the <a href=""https://chaostoolkit.org/"">Chaostoolkit</a>
“We were trying to define a common, declarative API for chaos engineering”, this tool is an example of how “planning to fail” works in distributed / cloud-native / microservice architecture based products/solutions.</p>

<p>Tools like this become part of your development process, stress testing your application isn’t a luxury, getting the accuracy of resilience &amp; scalability is a must with the growing demand of elastic/scalable infrastructure.</p>
"
Cloud Native Solutions,Start,Backend,FALSE,"<p><strong>Cloud Native Solution</strong>
With the broad adoption of SOA and Micro Service Architectures and many IaaS, PaaS offerings one of the “lessons learned” is that you need to be able to harness your infrastructure and start treating it in a standardized way.</p>

<p><em>So What is Cloud Native?</em> The Cloud Native Computing Foundation (CNCF) describes it as “distributed systems capable of scaling to tens of thousands of self-healing multi-tenant nodes”. That’s a “how” (distributed systems) and a “why” (high scalability and automated resilience).</p>

<p>All the above in a complex/polyglot world will only be possible with standards and tools to enable all these moving parts to suit small to large scale microservice-based applications - This is what the Cloud Native Movement and the CNCF will promote in the years to come.</p>

<p>The following principles drive Cloud Native solutions:</p>

<ul>
  <li>
    <p>Treat your own /cloud/hybrid infrastructure-as-a-service: run on servers that can be flexibly provisioned on demand.</p>
  </li>
  <li>
    <p>Microservices architecture: individual components are small, loosely coupled.</p>
  </li>
  <li>
    <p>Automated deployments and continuously integrated and test -&gt; replace manual tasks with scripts or code.</p>
  </li>
  <li>
    <p>Containerize: package processes with their dependencies making them easy to test, move and deploy.</p>
  </li>
  <li>
    <p>Orchestrate: use standard / commonly used / battle tested orchestration tools.</p>
  </li>
</ul>

<p><strong>Cloud Service Providers</strong>
As of today, the cloud service providers play a major role in all startup companies and even in big companies.
This gets the programmers to the point where knowing Linux and ops utilities is not enough. Developers are expected to be experts in the different cloud providers in order to succeed with their tasks.</p>

<p>Each cloud provider comes with new platforms, techniques, API’s and databases.</p>
"
Cloud Native Solutions,Start,DevOps,FALSE,"<p><strong>Cloud Native Solution</strong>
With the broad adoption of SOA and Micro Service Architectures and many IaaS, PaaS offerings one of the “lessons learned” is that you need to be able to harness your infrastructure and start treating it in a standardized way.</p>

<p><em>So What is Cloud Native?</em> The Cloud Native Computing Foundation (CNCF) describes it as “distributed systems capable of scaling to tens of thousands of self-healing multi-tenant nodes”. That’s a “how” (distributed systems) and a “why” (high scalability and automated resilience).</p>

<p>All the above in a complex/polyglot world will only be possible with standards and tools to enable all these moving parts to suit small to large scale microservice-based applications - This is what the Cloud Native Movement and the CNCF will promote in the years to come.</p>

<p>The following principles drive Cloud Native solutions:</p>

<ul>
  <li>
    <p>Treat your own /cloud/hybrid infrastructure-as-a-service: run on servers that can be flexibly provisioned on demand.</p>
  </li>
  <li>
    <p>Microservices architecture: individual components are small, loosely coupled.</p>
  </li>
  <li>
    <p>Automated deployments and continuously integrated and test -&gt; replace manual tasks with scripts or code.</p>
  </li>
  <li>
    <p>Containerize: package processes with their dependencies making them easy to test, move and deploy.</p>
  </li>
  <li>
    <p>Orchestrate: use standard / commonly used / battle tested orchestration tools.</p>
  </li>
</ul>

<p><strong>Cloud Service Providers</strong>
As of today, the cloud service providers play a major role in all startup companies and even in big companies.
This gets the programmers to the point where knowing Linux and ops utilities is not enough. Developers are expected to be experts in the different cloud providers in order to succeed with their tasks.</p>

<p>Each cloud provider comes with new platforms, techniques, API’s and databases.</p>
"
Containers Next Generation,Start,Backend,FALSE,"<p>Docker has revolutionized the world. However, a business can stale development, and we believe this year we’ll see less usage of Docker and more of other alternatives:</p>

<ul>
  <li><a href=""https://github.com/GoogleContainerTools/distroless"">Distroless Docker Images</a> (Google) - creates docker images with only the application (without the os)</li>
  <li><a href=""https://coreos.com/rkt/"">rkt</a> (CoreOS) - a pod-based implementation targeting Kubernetes</li>
  <li><a href=""https://github.com/uber/makisu"">Makisu</a> (Uber) - creates docker images without the need for a local demon</li>
  <li><a href=""https://www.opencontainers.org/"">oci</a>(Linux Foundation) - looks like the next standard, images can be written is several different formats, including docker</li>
</ul>
"
Containers Next Generation,Start,DevOps,FALSE,"<p>Docker has revolutionized the world. However, a business can stale development, and we believe this year we’ll see less usage of Docker and more of other alternatives:</p>

<ul>
  <li><a href=""https://github.com/GoogleContainerTools/distroless"">Distroless Docker Images</a> (Google) - creates docker images with only the application (without the os)</li>
  <li><a href=""https://coreos.com/rkt/"">rkt</a> (CoreOS) - a pod-based implementation targeting Kubernetes</li>
  <li><a href=""https://github.com/uber/makisu"">Makisu</a> (Uber) - creates docker images without the need for a local demon</li>
  <li><a href=""https://www.opencontainers.org/"">oci</a>(Linux Foundation) - looks like the next standard, images can be written is several different formats, including docker</li>
</ul>
"
Conversational UI,Start,Frontend,FALSE,"<p><img src=""https://trello-attachments.s3.amazonaws.com/5be1696485ca0a1bc2dd8137/5be954640434147f7ef3f1ea/a2938f2ab578fd41adecab080a6c1e84/conversational-ux-design-lead.jpg"" alt="""" /></p>

<p><a href=""https://www.shopify.com/partners/blog/conversational-interfaces"">The conversational interface</a> is the latest trend in the field of digital design that is focused on improving how people interact with systems. Industry leaders such as Apple, Google, Microsoft, Amazon, and Facebook are strongly focused on building a new generation of conversational interfaces.</p>

<p><strong>Why?</strong>
Conversational UI might very well be the next step in UI.
You can see it when people use bots in slack, virtual agents on a web site, smart home devices and so on.
Not following the evolution of this technology, will keep us in the dark on a vital subject.</p>
"
Dart,Start,Mobile,FALSE,"<p><strong>Dart</strong>
Dart is Google’s programming language that is optimized for the client-side.
Many rich frameworks such as Flutter are using Dart as their development language.</p>

<p><strong>Approach</strong>
Dart is a light weight, object oriented language that utilises modern programming paradigms such as reactive functional programming. 
Dart syntax is very familiar to C#, C++, Java and Kotlin developers. 
Furthermore, Dart code is highly expressive</p>

<p><strong>Why?</strong>
Dart compiles to ARM and x86 code, apps that developed in Dart can run natively on Android and iOS</p>

"
Dart,Start,Frontend,FALSE,"<p><strong>Dart</strong>
Dart is Google’s programming language that is optimized for the client-side.
Many rich frameworks such as Flutter are using Dart as their development language.</p>

<p><strong>Approach</strong>
Dart is a light weight, object oriented language that utilises modern programming paradigms such as reactive functional programming. 
Dart syntax is very familiar to C#, C++, Java and Kotlin developers. 
Furthermore, Dart code is highly expressive</p>

<p><strong>Why?</strong>
Dart compiles to ARM and x86 code, apps that developed in Dart can run natively on Android and iOS</p>

"
Debezium,Start,Backend,FALSE,"<p><a href=""https://debezium.io/"">Debezium</a> stream changes from your databases.
Debezium is an open-source distributed platform for change data capture. Start it up, point it at your databases, and your apps can start responding to all of the inserts, updates, and deletes that other apps commit to your databases. Debezium is durable and fast, so your apps can respond quickly and never miss an event, even when things go wrong.</p>

<p><strong>Why?</strong>
Debezium would allow you to follow up on changes in your data, by monitoring your data quickly and reacting to it. It is an open-source tool with sponsorship by Redhat.</p>
"
dex,Start,DevOps,FALSE,"<p>Dex is an identity service that uses OpenID Connect to drive authentication for other apps.</p>

<p>Dex acts as a portal to other identity providers through “connectors.” This lets dex defer authentication to LDAP servers, SAML providers, or established identity providers like GitHub, Google, and Active Directory. Clients write their authentication logic once to talk to dex, then dex handles the protocols for a given backend.</p>

<p>When you want to add user management to Kubernetes Dex can be the
integration to external authentication providers.</p>

"
ESModules,Start,Frontend,FALSE,"<p><a href=""https://gist.github.com/ceejbot/b49f8789b2ab6b09548ccb72813a1054"">ESModules</a> has become widely supported among the modern browsers and it is now, under experimental flag, supported with nodejs v12.</p>

<p>If this proposal is approved, our client &amp; server code can look more alike than it used to be.</p>
"
ESNext,Start,Frontend,FALSE,"<p><strong>ES2017</strong> are new standards that got into the JS language, partially supported by browsers and engines. 
New language features such as async / await, new browser API such as shared memory and so on.</p>
"
Flutter,Start,Mobile,FALSE,"<p><img src=""https://www.clintonfitch.com/wp-content/uploads/2018/02/Flutter-Logo.jpg"" alt=""Flutter"" /></p>

<p>Flutter is the new <strong>Google’s</strong> framework for creating high quality apps both for Android and iOS with a single codebase.</p>

<p>The framework is based on <a href=""https://trello.com/c/w5WPLf8u/268-dart"">Dart programming language</a> which eventually generates an Android’s APK and iOS IPA packages.</p>

<p>Flutter first introduced in May 2017, and currently still in beta but so far, its already has a large community around the world.</p>

<p>Compared to other cross platform frameworks such as ReactNative which usually relays on the platform native UI widgets, Flutter internally renders the UI widgets and draw them directly on the screen canvas. This makes flutter much faster and more reliable when it comes to backwards support.</p>

<p>As said above, Flutter has large community already, it has highly rich documentation and has Google’s Support.</p>

<p>For more details checkout about Flutter in their <a href=""https://flutter.io/"">home page</a></p>
"
Flutter State Management,Start,Mobile,FALSE,"<p>State management is one of the most important topics in Flutter.
In Flutter, there are already a few state management techniques that help us to develop our app.
The most popular State Managements patterns are:</p>
<ul>
  <li>setState</li>
  <li>BLoC - Business Logic Component</li>
  <li>StreamBuilder</li>
  <li>Redux</li>
</ul>

<p>Each pattern has its benefits and cons.</p>

<p>As Flutter app based on Widgets which are structured in the app widget tree, we always have to consider where each widget is located in the tree (The context) and whether it should be StateFul or Stateless (The building blocks of flutter). In flutter, UI = f(State) and therefore, when we managing the app state we actually managing the UI, therefore before starting developing an app, we should select the right StateManagement pattern.
Therefore, we should start using StateManagement in Flutter apps.</p>
"
Foldables devices,Start,Mobile,FALSE,"<p>Android 10 (API level 29) adds more support for foldable devices and different folding patterns.</p>

<p>Being able to run multiple windows is one of the benefits of large screens. In the past, having two apps side by side was common in some devices. The technology has improved to the point where three or more apps can run on the screen at the same time, and also share content between themselves.</p>

<p>In the future, you might see foldable phones that support more than one screen or display at a time. Handling this configuration is similar to how developers work with projected screens today on Chrome OS.</p>

<p><strong>Why</strong>
We need to start supporting foldable because there are real devices that have these form factors.</p>
"
GitOps,Start,DevOps,FALSE,"<p>GitOps is a way to do Kubernetes cluster management and application delivery.  It works by using Git as a single source of truth for declarative infrastructure and applications. With Git at the center of your delivery pipelines, developers can make pull requests to accelerate and simplify application deployments and operations tasks to Kubernetes.</p>

<p>The GitOpts is a good pattern to manage deployments and also adopted by ArgoCd.</p>
"
GoLang,Start,Backend,FALSE,"<p><strong>GO</strong> is A programming language introduced by Google in 2009. It is a <strong>compiled</strong> and <strong>strongly typed</strong> language similar to C, but bringing a much more intuitive syntax. Golang is basically a functional language, rather than a strict OOP, designed for high performance (as compiled to native machine code), without the bother to deal with thread synchronization.</p>

<p>Our Perspective is to define distinct aspects in which GoLang may give better performance than the ‘standard’ stack of Java / Python / NodeJS, in backend development.</p>

<p><strong>Why?</strong></p>

<p>As MSA is becoming a standard of writing complex applications as a bunch of small and rather simple services, maintained by small pods of teams of 3-4 persons, well-known programming paradigms such as OOP and classic design patterns are no longer a must. The code has become much simpler and a new programming language such as GO is becoming more and more relevant: Simple, Only the required features are supported, there is ONLY one way to implement a thing, and very high performance of a native application.</p>
"
